RootCause,Ocorrencias_anteriores,Tempo_medio_resolucao,Desvio_padrao,Prioridade_resolucao
Erro de firmware,8,3.7,0.5,Média
Interferência externa,9,5.9,0.4,Média
Falta de energia,17,3.9,0.5,Média
Erro de firmware,8,4.8,0.6,Média
Falha de roteador,10,7.2,0.3,Média
Erro de firmware,12,4.0,0.9,Média
Conexão instável,11,2.6,0.6,Média
Falha de roteador,6,3.4,0.7,Alta
Falta de energia,14,6.5,0.4,Alta
Interferência externa,13,5.4,0.4,Média
Falha de roteador,9,4.8,0.9,Média
Falta de energia,13,4.2,0.7,Baixa
Cabo rompido,10,5.7,1.0,Alta
Erro de firmware,10,3.7,1.0,Alta
Atualização mal aplicada,17,5.5,0.6,Alta
Conexão instável,8,3.9,0.5,Alta
Falta de energia,14,3.7,0.9,Média
Manutenção mal sucedida,12,4.0,1.0,Alta
Atualização mal aplicada,7,4.4,0.7,Média
Curto-circuito,4,4.9,0.9,Média
Interferência externa,10,5.4,0.8,Média
Cabo rompido,13,-0.5,0.5,Baixa
Erro de firmware,7,3.8,0.7,Média
Falta de energia,14,4.4,0.9,Alta
Falha de roteador,9,7.3,0.8,Baixa
Cabo rompido,6,3.4,0.3,Baixa
Curto-circuito,17,5.2,0.5,Alta
Interferência externa,7,7.2,0.4,Alta
Erro de firmware,16,3.0,0.5,Alta
Atualização mal aplicada,8,5.6,0.9,Alta
Falta de energia,2,3.8,0.3,Baixa
Atualização mal aplicada,8,4.2,0.5,Média
Falta de energia,10,3.8,0.5,Alta
Cabo rompido,7,3.9,0.7,Baixa
Manutenção mal sucedida,8,9.1,0.7,Média
Curto-circuito,10,6.3,0.5,Alta
Conexão instável,7,6.7,0.4,Baixa
Cabo rompido,9,5.7,0.5,Baixa
Conexão instável,10,2.6,0.7,Baixa
Interferência externa,11,5.6,0.5,Média
Manutenção mal sucedida,9,6.6,1.0,Média
Curto-circuito,12,3.7,0.6,Alta
Erro de firmware,11,6.4,0.3,Média
Falta de energia,9,6.1,0.8,Baixa
Interferência externa,8,7.8,0.5,Alta
Falha de roteador,10,4.4,0.8,Média
Curto-circuito,13,3.4,0.5,Média
Curto-circuito,11,4.5,0.7,Alta
Falta de energia,16,7.2,0.8,Média
Atualização mal aplicada,12,2.3,0.9,Alta
Falha de roteador,7,1.9,0.5,Média
Curto-circuito,14,5.1,0.5,Alta
Interferência externa,16,4.3,0.6,Baixa
Atualização mal aplicada,10,5.0,0.9,Alta
Falha de roteador,13,6.4,0.9,Alta
Erro de firmware,16,4.2,0.4,Alta
Falha de roteador,6,2.2,0.4,Baixa
Atualização mal aplicada,6,8.1,0.6,Média
Falha de roteador,9,3.5,0.4,Média
Falha de roteador,11,3.4,0.5,Média
Falha de roteador,10,6.7,0.4,Média
Falha de roteador,11,4.4,0.7,Alta
Falta de energia,10,4.9,1.0,Média
Interferência externa,8,5.7,1.0,Alta
Conexão instável,9,6.6,0.6,Baixa
Interferência externa,11,4.5,0.7,Média
Erro de firmware,11,7.3,0.9,Média
Atualização mal aplicada,8,1.8,0.4,Alta
Atualização mal aplicada,12,6.1,0.8,Média
Curto-circuito,9,3.7,0.6,Alta
Interferência externa,14,7.1,0.4,Alta
Falta de energia,8,5.2,0.6,Alta
Interferência externa,14,4.0,0.4,Média
Erro de firmware,9,6.0,0.8,Média
Curto-circuito,13,6.3,0.5,Alta
Cabo rompido,12,6.0,0.5,Alta
Conexão instável,15,3.5,0.4,Média
Curto-circuito,10,4.3,0.9,Média
Atualização mal aplicada,9,5.0,0.6,Alta
Cabo rompido,4,4.9,0.7,Alta
Falha de roteador,8,6.1,0.7,Baixa
Falta de energia,12,2.0,0.6,Baixa
Manutenção mal sucedida,10,5.5,0.4,Baixa
Manutenção mal sucedida,14,4.6,0.8,Baixa
Falha de roteador,12,3.7,0.4,Alta
Curto-circuito,17,3.9,0.4,Alta
Falha de roteador,13,4.7,0.8,Alta
Interferência externa,16,-0.4,0.4,Alta
Cabo rompido,13,3.9,0.5,Baixa
Curto-circuito,9,3.7,0.6,Média
Interferência externa,13,5.8,0.6,Média
Curto-circuito,8,3.8,0.8,Alta
Falha de roteador,10,4.7,0.7,Baixa
Falha de roteador,8,7.3,0.8,Baixa
Cabo rompido,12,6.5,0.8,Alta
Curto-circuito,11,6.4,0.5,Baixa
Curto-circuito,12,4.3,0.5,Alta
Atualização mal aplicada,14,5.8,0.6,Alta
Atualização mal aplicada,8,4.6,0.5,Média
Interferência externa,10,4.7,1.0,Média
Conexão instável,9,5.6,0.9,Alta
Erro de firmware,5,4.1,0.4,Alta
Conexão instável,7,7.2,0.3,Baixa
Manutenção mal sucedida,7,4.8,0.3,Média
Conexão instável,11,5.9,0.5,Média
Curto-circuito,10,7.2,0.4,Alta
Interferência externa,11,6.5,0.7,Alta
Interferência externa,10,2.9,0.9,Alta
Cabo rompido,13,5.7,0.8,Alta
Interferência externa,6,6.3,0.5,Alta
Erro de firmware,9,6.3,0.6,Alta
Erro de firmware,10,3.3,0.7,Média
Cabo rompido,16,4.0,0.9,Alta
Atualização mal aplicada,7,6.5,0.9,Baixa
Falta de energia,9,3.9,0.9,Alta
Erro de firmware,10,4.6,0.7,Média
Curto-circuito,8,7.4,0.8,Alta
Falta de energia,6,4.9,0.4,Média
Falta de energia,11,3.9,0.7,Alta
Cabo rompido,17,3.7,0.5,Baixa
Falha de roteador,6,5.5,0.6,Média
Cabo rompido,14,3.0,0.7,Média
Falta de energia,17,4.6,0.5,Alta
Falha de roteador,8,5.5,0.3,Média
Manutenção mal sucedida,12,6.9,0.3,Média
Atualização mal aplicada,6,6.0,0.3,Alta
Atualização mal aplicada,8,3.9,0.3,Média
Conexão instável,8,6.8,0.4,Baixa
