RootCause,Ocorrencias_anteriores,Tempo_medio_resolucao,Desvio_padrao,Prioridade_resolucao
Problema no roteador,47,3.05,0.55,Alta
Configuração incorreta,49,3.47,0.56,Média
Atualização pendente,51,3.77,1.5,Alta
Servidor não responde,45,2.4,0.78,Média
Conexão intermitente,52,3.42,0.75,Média
Configuração incorreta,47,3.57,0.32,Média
Driver desatualizado,49,3.92,0.89,Média
Problema no roteador,52,3.85,0.93,Baixa
Driver desatualizado,50,3.79,1.21,Alta
Atualização pendente,47,3.1,0.58,Média
Conexão intermitente,49,2.55,0.54,Média
Driver desatualizado,49,3.3,1.14,Média
Erro de autenticação,48,4.0,1.3,Baixa
Atualização pendente,48,4.2,0.53,Média
Rede congestionada,57,3.86,1.32,Média
Configuração incorreta,52,3.71,1.01,Alta
Atualização pendente,48,3.69,1.33,Média
Interferência elétrica,53,3.22,0.98,Alta
Erro de autenticação,48,3.43,0.24,Alta
Conexão intermitente,55,4.33,0.95,Média
Driver desatualizado,51,3.03,1.32,Média
Interferência elétrica,49,4.31,0.73,Alta
Erro de autenticação,52,3.34,0.88,Média
Interferência elétrica,42,4.16,0.95,Média
Falha de hardware,44,2.8,0.13,Alta
Atualização pendente,44,3.79,1.5,Média
Rede congestionada,50,3.13,0.73,Média
Interferência elétrica,58,2.79,1.15,Média
Rede congestionada,61,3.61,0.97,Média
Driver desatualizado,53,4.0,1.38,Média
Problema no roteador,52,3.08,1.12,Média
Rede congestionada,40,2.75,0.93,Baixa
Falha de hardware,47,3.45,0.73,Média
Falha de hardware,46,3.46,1.24,Alta
Servidor não responde,46,3.77,0.44,Média
Conexão intermitente,49,3.97,1.19,Baixa
Interferência elétrica,47,3.47,0.67,Alta
Falha de hardware,40,4.43,1.38,Baixa
Interferência elétrica,53,3.61,1.05,Baixa
Erro de autenticação,44,3.33,1.19,Alta
Conexão intermitente,51,2.69,1.02,Baixa
Driver desatualizado,60,3.37,0.47,Média
Erro de autenticação,45,3.33,0.74,Baixa
Configuração incorreta,37,3.98,1.2,Média
Problema no roteador,48,3.73,1.05,Média
Erro de autenticação,55,2.91,1.35,Média
Rede congestionada,59,3.59,1.12,Média
Falha de hardware,43,3.84,0.71,Alta
Falha de hardware,52,4.26,0.76,Média
Conexão intermitente,47,3.94,1.03,Alta
Problema no roteador,49,3.88,0.31,Média
Servidor não responde,63,3.53,1.5,Média
Falha de hardware,42,3.69,1.13,Média
Atualização pendente,51,4.12,1.37,Média
Problema no roteador,52,2.83,0.53,Alta
Driver desatualizado,55,3.33,1.37,Alta
Driver desatualizado,50,3.11,1.67,Alta
Falha de hardware,51,3.69,0.6,Média
Interferência elétrica,48,4.12,1.23,Baixa
Servidor não responde,51,3.2,1.0,Alta
Conexão intermitente,48,2.3,0.54,Baixa
Atualização pendente,53,3.29,1.15,Média
Servidor não responde,48,3.96,1.25,Média
Servidor não responde,51,3.77,0.82,Média
Servidor não responde,49,3.71,1.35,Baixa
Falha de hardware,55,3.36,0.5,Alta
Servidor não responde,49,2.86,0.55,Média
Conexão intermitente,41,3.76,1.04,Média
Falha de hardware,56,3.08,1.01,Média
Falha de hardware,45,4.59,0.79,Baixa
Rede congestionada,46,3.79,1.24,Alta
Problema no roteador,47,3.21,1.16,Média
Servidor não responde,56,3.19,1.26,Média
Rede congestionada,39,3.45,0.96,Média
Conexão intermitente,65,3.38,1.18,Média
Conexão intermitente,55,4.06,0.87,Média
Erro de autenticação,51,3.59,1.62,Baixa
Driver desatualizado,49,3.13,0.76,Média
Interferência elétrica,51,4.45,1.63,Baixa
Erro de autenticação,52,3.52,1.01,Média
Configuração incorreta,53,3.88,0.59,Alta
Falha de hardware,52,3.2,1.41,Alta
Atualização pendente,50,3.68,1.04,Alta
Erro de autenticação,49,3.66,1.26,Média
Falha de hardware,49,2.56,1.37,Média
Erro de autenticação,49,4.51,1.1,Média
Servidor não responde,55,4.15,0.82,Média
Interferência elétrica,52,3.3,1.29,Alta
Falha de hardware,35,2.95,1.0,Alta
Conexão intermitente,53,3.67,1.21,Alta
Servidor não responde,50,3.54,0.35,Média
Falha de hardware,49,3.68,1.13,Alta
Servidor não responde,48,3.6,0.81,Alta
Driver desatualizado,55,3.75,1.5,Baixa
Rede congestionada,54,4.22,1.19,Baixa
Servidor não responde,46,3.78,1.07,Alta
Configuração incorreta,52,2.98,1.15,Média
Driver desatualizado,45,4.18,0.7,Média
Problema no roteador,43,4.32,1.49,Média
Problema no roteador,46,5.08,1.6,Média
Configuração incorreta,54,2.94,1.12,Alta
Configuração incorreta,54,3.62,1.48,Média
Atualização pendente,52,2.46,0.83,Média
Erro de autenticação,53,3.78,0.76,Alta
Erro de autenticação,52,3.23,1.01,Média
Problema no roteador,46,4.46,1.13,Média
Interferência elétrica,52,3.11,0.88,Média
Erro de autenticação,54,2.66,1.16,Alta
Falha de hardware,53,3.26,1.09,Média
Conexão intermitente,55,2.51,0.7,Alta
Erro de autenticação,53,3.88,1.16,Média
Servidor não responde,51,2.47,1.26,Alta
Rede congestionada,55,3.51,1.05,Alta
Interferência elétrica,49,2.46,1.35,Média
Erro de autenticação,45,3.34,0.63,Média
Configuração incorreta,49,4.32,1.14,Baixa
Servidor não responde,46,3.68,0.65,Média
